id,date_in,date_out,name,type,breed,color,age_out,outcome_type,intake_type,intake_condition,sex_upon_intake,age_in,outcome_subtype,sex_upon_outcome
A801630,2019-08-06,2019-11-04,Simon Junior,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Male,8 months,NA,Neutered Male
A763836,2017-12-16,2018-01-09,Stella,Dog,Alaskan Husky,Black,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A738414,2016-11-14,2016-11-19,N/A,Dog,Labrador Retriever Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A643467,2018-03-13,2018-03-16,Howie,Dog,Australian Cattle Dog Mix,White,Adult,Returned to Owner,Owner Surrender,Normal,Neutered Male,7 years,NA,Neutered Male
A716340,2015-11-18,2015-12-01,Tibbers,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A791546,2019-04-07,2019-04-10,Lincoln,Dog,Labrador Retriever Mix,Black,Young,Adopted,Owner Surrender,Normal,Neutered Male,2 years,NA,Neutered Male
A775339,2018-06-28,2018-06-28,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Transferred,Stray,Normal,Unknown,2 weeks,Partner,Unknown
A749285,2017-05-13,2017-05-13,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A686825,2014-08-27,2014-08-31,Sunshine,Dog,Labrador Retriever Mix,Yellow,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A756377,2017-08-18,2017-08-25,Angel,Dog,Canaan Dog Mix,Cream,Adult,Transferred,Stray,Normal,Spayed Female,6 years,Partner,Spayed Female
A741779,2017-01-08,2017-01-12,Teddy,Dog,Shih Tzu Mix,Black,Adult,Adopted,Stray,Normal,Intact Male,5 years,NA,Neutered Male
A759703,2017-10-06,2017-10-06,Penny,Dog,Catahoula Mix,Brown,Adult,Returned to Owner,Stray,Normal,Intact Female,5 years,NA,Intact Female
A747959,2018-06-23,2018-06-26,Pancha,Dog,German Shepherd Mix,Brown,Adult,Returned to Owner,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A708469,2015-07-28,2015-08-01,Betty,Dog,Dachshund Mix,Black,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A796773,2019-06-05,NA,Jeeves,Cat,Domestic Shorthair,Mixed,N/A,In Shelter,Stray,Normal,Intact Male,1 month,NA,NA
A768368,2018-03-18,2018-04-21,Peluchin,Cat,Domestic Shorthair Mix,Orange,Young,Adopted,Owner Surrender,Sick,Neutered Male,1 year,Foster,Neutered Male
A716845,2015-11-26,2015-12-02,Mrs Cat,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Owner Surrender,Normal,Intact Female,4 months,Partner,Intact Female
A669483,2013-12-21,2013-12-22,Canelo,Dog,Pit Bull Mix,Brown,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A729958,2016-06-26,2016-06-26,Bandit,Dog,Labrador Retriever Mix,Brown,Young,Returned to Owner,Stray,Normal,Intact Male,1 year,NA,Intact Male
A679498,2014-05-21,2014-05-22,Teal,Cat,Domestic Shorthair Mix,White,Adult,Returned to Owner,Owner Surrender,Normal,Neutered Male,5 years,NA,Neutered Male
A759959,2017-10-10,2017-10-13,Ming,Cat,Domestic Medium Hair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,3 months,Partner,Intact Female
A751339,2017-06-06,2017-06-07,N/A,Other,Fox,Red,Baby,Deceased,Wildlife,Sick,Unknown,3 months,NA,Unknown
A684803,2014-07-28,2014-11-15,Oscar,Dog,Lhasa Apso Mix,Black,Adult,Deceased,Owner Surrender,Normal,Neutered Male,13 years,Suffering,Neutered Male
A697242,2015-02-20,2015-02-20,Daisy 1,Dog,Beagle/Standard Poodle,Black,Baby,Transferred,Stray,Normal,Intact Female,4 months,Partner,Intact Female
A787964,2019-01-23,2019-02-03,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Intact Male
A719046,2016-01-11,2016-01-16,Buddy,Dog,Cocker Spaniel Mix,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A725022,2016-04-24,2016-04-25,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A785688,2018-12-07,2018-12-15,Pepper,Cat,Domestic Shorthair Mix,Black,Adult,Adopted,Owner Surrender,Normal,Neutered Male,8 years,NA,Neutered Male
A810124,2019-12-07,2019-12-16,Bon Bon,Dog,Australian Cattle Dog Mix,White,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A678035,2014-05-02,2014-05-03,N/A,Other,Bat,Brown,Baby,Deceased,Wildlife,Normal,Unknown,4 weeks,Rabies Risk,Unknown
A760277,2017-10-15,2017-11-24,Roger,Dog,Staffordshire Mix,Gray,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A754897,2017-07-26,2017-07-26,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,1 weeks,Partner,Intact Female
A758011,2017-09-10,2017-09-14,N/A,Other,Guinea Pig,White,Young,Transferred,Public Assist,Normal,Unknown,1 year,Partner,Unknown
A727897,2016-04-22,2016-06-22,N/A,Dog,Pit Bull Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 day,Foster,Spayed Female
A721437,2016-02-26,2016-03-29,Boss,Dog,Labrador Retriever Mix,Brown,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A617353,2016-06-03,2016-06-10,Marley,Dog,Pointer Mix,Brown,Adult,Adopted,Owner Surrender,Normal,Neutered Male,5 years,NA,Neutered Male
A774111,2018-06-10,2019-03-13,Lena,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,Foster,Spayed Female
A726893,2016-05-16,2016-05-22,Orelia,Dog,Pointer Mix,White,Baby,Adopted,Stray,Normal,Intact Female,5 months,NA,Spayed Female
A758564,2018-08-03,2018-08-05,Penny,Dog,German Shepherd Mix,Black,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A679696,2014-05-24,2014-07-14,Jenna,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Injured,Intact Female,4 weeks,NA,Spayed Female
A687604,2014-09-07,2014-09-07,N/A,Cat,Domestic Shorthair Mix,Black,Adult,Deceased,Stray,Injured,Intact Male,4 years,Suffering,Intact Male
A800993,2019-07-29,2019-11-09,Phoenix,Cat,Domestic Shorthair,Cream,Baby,Adopted,Stray,Normal,Intact Female,3 weeks,NA,Spayed Female
A803634,2019-09-03,2019-09-05,Odin,Dog,American Bulldog,White,Baby,Adopted,Owner Surrender,Normal,Intact Male,4 months,NA,Neutered Male
A723442,2016-04-01,2016-04-01,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,1 day,Partner,Intact Male
A779578,2018-09-22,2018-09-23,Oreo,Dog,Rat Terrier Mix,White,Baby,Adopted,Owner Surrender,Normal,Neutered Male,10 months,NA,Neutered Male
A795561,2019-05-22,2019-05-22,N/A,Other,Raccoon,Black,Young,Deceased,Wildlife,Injured,Unknown,1 year,Rabies Risk,Unknown
A689606,2014-10-06,2014-10-16,Starla,Dog,Pointer Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,9 months,Partner,Spayed Female
A789437,2019-02-21,2019-02-23,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Owner Surrender,Normal,Intact Female,4 months,NA,Spayed Female
A748896,2017-05-08,2017-05-13,N/A,Dog,Siberian Husky,Black,Young,Returned to Owner,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A674298,2014-03-11,2014-04-16,Newt,Dog,Pit Bull Mix,Mixed,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Neutered Male
A780310,2018-09-12,2018-09-17,N/A,Dog,Boxer/Labrador Retriever,White,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A700890,2015-04-21,2015-06-04,Hannah,Dog,Queensland Heeler Mix,White,Adult,Adopted,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A665369,2013-10-16,2013-10-16,N/A,Dog,Labrador Retriever Mix,Cream,Baby,Transferred,Stray,Normal,Intact Male,1 week,Partner,Intact Male
A766479,2019-02-04,2019-02-14,Pippie,Dog,Beagle/Labrador Retriever,Cream,Young,Returned to Owner,Public Assist,Normal,Spayed Female,1 year,NA,Spayed Female
A749429,2017-05-15,2017-05-16,Astroth,Dog,Pit Bull Mix,Mixed,Baby,Returned to Owner,Stray,Normal,Intact Male,7 months,NA,Intact Male
A772770,2018-05-23,2018-06-07,Spooky,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Owner Surrender,Normal,Neutered Male,10 years,NA,Neutered Male
A778184,2018-08-09,2018-08-13,N/A,Cat,Domestic Shorthair Mix,Orange,Young,Transferred,Stray,Normal,Intact Male,1 year,Snr,Intact Male
A788423,2019-02-02,2019-02-06,Myra Jane,Dog,Cardigan Welsh Corgi Mix,Black,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A707455,2015-07-13,2015-07-13,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Suffering,Unknown
A788361,2019-02-01,2019-02-01,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A694134,2014-12-20,2014-12-24,Dash,Dog,Chihuahua Shorthair Mix,Brown,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A793590,2019-05-21,2019-05-30,Dasha,Dog,Border Collie/German Shepherd,Black,Young,Adopted,Owner Surrender,Normal,Spayed Female,1 year,NA,Spayed Female
A727663,2016-05-24,2016-05-31,Bruce,Dog,Chihuahua Shorthair Mix,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A753276,2017-07-04,2017-07-04,Chopin,Cat,Domestic Shorthair Mix,Black,Baby,Returned to Owner,Stray,Normal,Neutered Male,6 months,NA,Neutered Male
A778828,2018-08-21,2018-12-19,Goldy,Dog,Pit Bull Mix,Brown,Young,Transferred,Public Assist,Normal,Intact Male,2 years,Partner,Neutered Male
A721747,2016-03-03,2016-03-14,Molly,Dog,Rat Terrier,White,Baby,Adopted,Owner Surrender,Normal,Intact Female,10 years,NA,Spayed Female
A774093,2018-06-10,2018-06-30,Quinn,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A718346,2015-12-28,2016-01-08,N/A,Cat,Domestic Longhair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,2 years,SCRP,Spayed Female
A726507,2016-05-11,2016-05-11,N/A,Cat,Domestic Medium Hair Mix,White,Baby,Transferred,Stray,Normal,Unknown,2 weeks,Partner,Unknown
A672057,2014-02-03,2014-02-04,Dottie,Dog,Miniature Poodle Mix,Cream,Young,Returned to Owner,Stray,Normal,Spayed Female,2 years,NA,Spayed Female
A710703,2015-09-11,2015-09-14,Vella,Dog,Tibetan Terrier Mix,Gray,Young,Transferred,Owner Surrender,Normal,Spayed Female,1 year,Partner,Spayed Female
A698747,2015-03-17,2015-03-21,Quin,Cat,Domestic Shorthair,Orange,Baby,Adopted,Stray,Normal,Intact Female,5 months,NA,Spayed Female
A762972,2017-11-30,2017-12-01,Beatrice,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Intact Female
A804439,2019-09-14,2019-09-18,N/A,Cat,Domestic Shorthair,Mixed,Baby,Transferred,Stray,Normal,Intact Female,4 months,Snr,Intact Female
A696252,2015-02-01,2015-02-04,N/A,Dog,Chihuahua Shorthair,Cream,Baby,Transferred,Owner Surrender,Nursing,Intact Female,3 weeks,Partner,Intact Female
A686613,2014-08-24,2014-08-30,Blackie,Dog,Flat Coat Retriever Mix,Black,Adult,Transferred,Owner Surrender,Normal,Intact Male,3 years,Partner,Intact Male
A774659,2018-12-26,2019-03-23,Ms.Finneran,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Stray,Injured,Intact Female,1 year,Foster,Spayed Female
A697672,2015-02-26,2015-03-02,N/A,Dog,Maltese/Miniature Poodle,White,Adult,Transferred,Stray,Normal,Intact Female,3 years,Partner,Spayed Female
A739430,2016-12-03,2016-12-03,Hermes,Dog,American Bulldog Mix,Mixed,Adult,Returned to Owner,Stray,Normal,Neutered Male,5 years,NA,Neutered Male
A727851,2016-05-26,2016-05-26,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A768325,2018-03-17,2018-03-25,N/A,Dog,Miniature Poodle Mix,White,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A694840,2015-01-05,2015-01-20,N/A,Dog,Border Collie Mix,White,Baby,Transferred,Stray,Nursing,Intact Male,3 days,Partner,Intact Male
A754770,2017-07-25,2017-07-29,N/A,Dog,Miniature Schnauzer Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,5 months,NA,Neutered Male
A796703,2019-06-04,2019-06-04,Muscle,Dog,Labrador Retriever,Black,Young,Returned to Owner,Stray,Normal,Intact Male,2 years,NA,Intact Male
A675083,2014-03-22,2014-03-22,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A741405,2017-01-01,2017-01-02,Rocky,Dog,Chihuahua Shorthair Mix,Cream,Baby,Returned to Owner,Stray,Normal,Intact Male,10 months,NA,Intact Male
A775903,2018-07-06,2019-01-07,Pie,Dog,Carolina Dog Mix,Red,Young,Transferred,Owner Surrender,Normal,Spayed Female,2 years,Partner,Spayed Female
A764460,2017-12-30,2018-01-03,Ray,Dog,Border Collie,Black,Baby,Adopted,Owner Surrender,Normal,Intact Female,2 months,NA,Spayed Female
A729251,2016-06-15,2016-06-28,Blanca,Cat,Domestic Medium Hair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A679725,2014-05-25,2014-06-01,N/A,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Owner Surrender,Normal,Intact Female,1 month,Partner,Intact Female
A656041,2019-12-23,NA,Tails,Cat,Domestic Longhair Mix,Mixed,N/A,In Shelter,Owner Surrender,Normal,Neutered Male,6 years,NA,NA
A616559,2018-01-22,2018-01-28,Stella,Dog,Pit Bull Mix,White,Adult,Transferred,Stray,Injured,Spayed Female,7 years,Partner,Spayed Female
A669184,2013-12-16,2013-12-19,N/A,Dog,Labrador Retriever Mix,Brown,Baby,Adopted,Owner Surrender,Normal,Intact Male,1 month,NA,Neutered Male
A685596,2014-08-09,2014-08-22,Jacob,Dog,Pit Bull Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,5 months,NA,Neutered Male
A778330,2018-08-12,2018-08-12,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A698933,2015-03-19,2015-03-20,Chopper,Dog,Pit Bull Mix,White,Adult,Returned to Owner,Stray,Normal,Neutered Male,7 years,NA,Neutered Male
A665939,2013-10-24,2013-11-04,Pat,Cat,Domestic Medium Hair Mix,Black,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Spayed Female
A705416,2015-08-02,2015-08-06,Oso,Dog,Chihuahua Shorthair Mix,Black,Adult,Transferred,Owner Surrender,Normal,Neutered Male,3 years,Partner,Neutered Male
A777403,2018-07-28,2018-09-15,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,4 weeks,Foster,Spayed Female
A786210,2018-12-19,2018-12-31,Osa,Dog,Rottweiler Mix,Black,Adult,Adopted,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A765136,2018-01-13,2018-01-17,N/A,Dog,Miniature Poodle Mix,Cream,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A686123,2014-08-16,2014-08-16,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,3 weeks,Partner,Intact Female
A802447,2019-08-18,2019-08-29,Skywalker,Dog,Anatol Shepherd Mix,Brown,Adult,Transferred,Stray,Normal,Neutered Male,4 years,Partner,Neutered Male
A726179,2016-05-07,2016-06-26,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Female,3 weeks,NA,Spayed Female
A685521,2014-08-08,2014-08-18,N/A,Dog,Australian Cattle Dog Mix,White,Baby,Adopted,Stray,Normal,Intact Male,9 months,NA,Neutered Male
A763303,2017-12-07,2017-12-14,Ella,Dog,Great Pyrenees Mix,White,Adult,Adopted,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A781429,2019-03-22,2019-03-27,Oso,Dog,American Foxhound Mix,Mixed,Baby,Transferred,Owner Surrender,Normal,Neutered Male,7 months,Partner,Neutered Male
A688625,2014-09-21,2014-11-03,Phoebe,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A792110,2019-04-06,2019-06-19,Aspen,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Nursing,Intact Male,1 day,Foster,Neutered Male
A773633,2018-06-03,2018-06-07,Buster,Dog,Maltese/Lhasa Apso,White,Baby,Transferred,Stray,Normal,Intact Male,9 months,Partner,Intact Male
A796319,2019-05-31,2019-08-17,Zula,Cat,Domestic Shorthair,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A805608,2019-09-29,2019-12-06,Sirloin,Dog,Labrador Retriever/Dachshund Wirehair,Black,Baby,Adopted,Owner Surrender,Normal,Intact Female,1 day,Foster,Spayed Female
A669074,2013-12-14,2013-12-21,Tom,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A734767,2016-09-12,2016-12-27,Mittens,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,Foster,Neutered Male
A765178,2018-01-14,2018-01-18,Reya,Dog,Chihuahua Shorthair Mix,Cream,Baby,Adopted,Stray,Normal,Intact Female,8 months,NA,Spayed Female
A690940,2014-10-28,2014-11-02,N/A,Dog,Miniature Schnauzer Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,4 months,NA,Spayed Female
A712241,2015-09-19,2015-11-14,Charlotte,Cat,Domestic Shorthair Mix,Cream,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A689707,2014-10-08,2014-10-09,Harper,Dog,Yorkshire Terrier/Chihuahua Shorthair,Brown,Adult,Adopted,Owner Surrender,Normal,Spayed Female,3 years,NA,Spayed Female
A673278,2014-02-26,2014-03-01,Princess,Dog,Miniature Schnauzer Mix,Gray,Adult,Adopted,Owner Surrender,Normal,Intact Female,6 years,NA,Spayed Female
A508549,2016-04-06,2016-04-06,London,Dog,Pit Bull Mix,Brown,Senior,Returned to Owner,Stray,Normal,Spayed Female,9 years,NA,Spayed Female
A750457,2017-06-11,2017-06-19,Monkey,Dog,Chihuahua Shorthair Mix,White,Adult,Returned to Owner,Public Assist,Normal,Spayed Female,3 years,NA,Spayed Female
A750065,2018-03-19,2018-03-28,Millie,Dog,Pit Bull Mix,Mixed,Young,Returned to Owner,Public Assist,Normal,Spayed Female,1 year,NA,Spayed Female
A796600,2019-06-03,2019-06-30,June,Cat,Domestic Shorthair Mix,Gray,Baby,Transferred,Stray,Normal,Intact Female,4 weeks,Partner,Intact Female
A805619,2019-09-30,2019-10-09,Antxcn,Dog,Boston Terrier,Black,Baby,Returned to Owner,Public Assist,Normal,Neutered Male,8 months,NA,Neutered Male
A696661,2015-02-10,2015-02-20,Regio,Dog,Chihuahua Shorthair Mix,Cream,Young,Returned to Owner,Public Assist,Normal,Neutered Male,1 year,NA,Neutered Male
A666597,2013-11-04,2013-11-08,N/A,Cat,Domestic Medium Hair Mix,Cream,Baby,Transferred,Stray,Normal,Intact Male,6 months,SCRP,Intact Male
A780424,2018-09-14,2018-10-28,Roxy,Cat,Domestic Shorthair Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,8 years,Partner,Spayed Female
A664363,2013-10-02,2013-10-12,N/A,Dog,Labrador Retriever/German Shepherd,White,Adult,Adopted,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A756141,2017-08-14,2017-10-01,Keats,Cat,Domestic Longhair Mix,White,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,NA,Neutered Male
A757203,2017-08-31,2017-09-04,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A791178,2019-03-22,2019-03-26,N/A,Dog,Chihuahua Shorthair Mix,White,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A688024,2016-05-13,2016-05-17,Belle,Dog,Chihuahua Shorthair/Pug,Brown,Adult,Returned to Owner,Stray,Normal,Spayed Female,6 years,NA,Spayed Female
A760427,2017-10-18,2017-10-26,N/A,Dog,Labrador Retriever Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,5 months,NA,Spayed Female
A730085,2016-06-28,2016-06-29,Tessa,Cat,Siamese Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A706316,2015-06-27,2015-09-07,Jupiter,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,NA,Neutered Male
A762465,2017-11-20,2017-11-28,Sweetie Pie,Cat,Siamese Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,3 years,Partner,Spayed Female
A701928,2015-05-06,2015-05-07,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,3 weeks,Partner,Intact Male
A697544,2015-02-25,2015-03-22,Cooper,Dog,Labrador Retriever Mix,Black,Adult,Transferred,Owner Surrender,Normal,Neutered Male,5 years,Partner,Neutered Male
A681250,2014-06-14,2014-07-12,Susie,Dog,Australian Shepherd/Labrador Retriever,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,6 years,Partner,Spayed Female
A689369,2014-10-02,2014-11-29,Elmer,Dog,Pit Bull Mix,Red,Adult,Transferred,Stray,Normal,Intact Male,4 years,Partner,Neutered Male
A732307,2016-08-05,2016-08-09,N/A,Dog,Chihuahua Shorthair Mix,Black,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Intact Male
A758960,2017-09-24,2018-01-11,Shaolin,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,Foster,Neutered Male
A803095,2019-08-27,2019-08-29,Loppy,Dog,Chihuahua Shorthair Mix,Brown,Young,Returned to Owner,Stray,Normal,Intact Female,1 year,NA,Intact Female
A748854,2017-05-07,2017-08-24,Bocibap,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A810289,2019-12-10,2019-12-26,Titus,Cat,Domestic Shorthair,Gray,Adult,Adopted,Owner Surrender,Normal,Spayed Female,5 years,NA,Spayed Female
A808672,2019-11-11,2019-11-12,Eva,Dog,Chihuahua Longhair,White,Young,Deceased,Stray,Injured,Spayed Female,11 months,Suffering,Spayed Female
A800598,2019-07-23,2019-07-27,N/A,Cat,Domestic Shorthair,Black,Young,Transferred,Stray,Normal,Unknown,2 years,Snr,Unknown
A740097,2016-12-11,2016-12-12,Cece,Dog,Chihuahua Shorthair Mix,Black,Baby,Transferred,Stray,Nursing,Intact Female,0 years,Partner,Intact Female
A794713,2019-07-06,2019-07-09,Frankie,Dog,Australian Cattle Dog Mix,Mixed,Young,Transferred,Owner Surrender,Normal,Intact Male,1 year,Partner,Intact Male
A674385,2014-03-12,2014-03-12,N/A,Other,Raccoon,Brown,Young,Deceased,Wildlife,Sick,Unknown,1 year,Medical,Unknown
A680291,2014-06-01,2014-06-01,N/A,Cat,Domestic Shorthair Mix,Cream,Baby,Transferred,Stray,Nursing,Intact Male,4 days,Partner,Intact Male
A753652,2017-07-09,2017-07-13,N/A,Dog,Labrador Retriever Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A788879,2019-02-10,2019-02-19,Dinah,Dog,Chihuahua Longhair Mix,Cream,Young,Adopted,Stray,Injured,Intact Female,1 year,NA,Spayed Female
A748073,2017-04-28,2017-05-02,Mitsy,Dog,Dachshund Longhair Mix,Black,Adult,Transferred,Owner Surrender,Normal,Intact Female,7 years,Partner,Spayed Female
A783351,2018-10-29,2018-12-17,Blue,Dog,Catahoula Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,6 months,Foster,Neutered Male
