id,date_in,date_out,name,type,breed,color,age_out,outcome_type,intake_type,intake_condition,sex_upon_intake,age_in,outcome_subtype,sex_upon_outcome
A720448,2016-02-09,2016-02-12,Annabelle,Dog,Pointer Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,2 months,NA,Spayed Female
A601498,2015-06-19,2015-06-27,Boudreaux,Dog,Rat Terrier,Mixed,Adult,Returned to Owner,Stray,Normal,Neutered Male,5 years,NA,Neutered Male
A776771,2018-07-18,2018-07-19,N/A,Other,Bat,Brown,Young,Deceased,Public Assist,Normal,Unknown,1 year,NA,Unknown
A784473,2018-11-15,2018-11-19,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A731278,2016-07-19,2017-01-29,Monty,Dog,Blue Lacy Mix,Gray,Adult,Adopted,Stray,Injured,Intact Male,5 years,NA,Neutered Male
A752557,2017-06-23,2017-06-24,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Sick,Unknown,1 year,NA,Unknown
A683160,2014-07-07,2014-07-12,N/A,Cat,Domestic Longhair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A766711,2018-02-15,2018-02-15,N/A,Dog,Australian Shepherd Mix,Cream,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A760939,2017-10-26,2017-11-10,Gwen,Cat,Siamese Mix,Mixed,Baby,Adopted,Stray,Sick,Intact Female,4 months,NA,Spayed Female
A781317,2018-09-27,2018-10-01,N/A,Cat,Domestic Medium Hair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A698595,2015-03-14,2015-03-15,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Unknown,2 years,SCRP,Unknown
A726380,2016-08-11,2016-08-12,Mattie,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Spayed Female,2 years,SCRP,Spayed Female
A723939,2016-04-09,2016-04-09,N/A,Dog,German Shepherd Mix,Black,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A803787,2019-09-06,2019-09-06,N/A,Cat,Domestic Shorthair,Black,Baby,Transferred,Stray,Normal,Intact Male,3 weeks,Partner,Intact Male
A783579,2018-11-02,2018-12-05,Lucy,Cat,Persian Mix,Mixed,Adult,Adopted,Stray,Normal,Spayed Female,5 years,NA,Spayed Female
A730002,2016-06-27,2016-09-27,Morris,Dog,Pit Bull Mix,Black,Adult,Transferred,Stray,Other,Intact Male,3 years,Partner,Neutered Male
A476605,2016-02-23,2016-02-24,Zero,Dog,Pit Bull Mix,Black,Senior,Returned to Owner,Stray,Normal,Neutered Male,9 years,NA,Neutered Male
A690220,2014-10-16,2014-10-20,Ligra,Dog,Boston Terrier/Chihuahua Shorthair,Mixed,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A711943,2015-09-14,2015-09-14,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,3 weeks,Partner,Intact Female
A741434,2017-01-02,2017-01-11,Nanette,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,6 months,Partner,Intact Female
A641085,2015-05-20,2015-05-27,Buster,Dog,Shih Tzu Mix,White,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,4 years,NA,Neutered Male
A732779,2016-08-13,2016-08-14,N/A,Cat,Domestic Shorthair Mix,Gray,Adult,Transferred,Public Assist,Sick,Intact Male,3 years,Partner,Intact Male
A665325,2013-10-16,2013-10-16,N/A,Dog,Pit Bull Mix,Black,Baby,Transferred,Stray,Sick,Intact Female,3 months,Partner,Intact Female
A731230,2016-07-18,2016-07-18,N/A,Cat,Domestic Shorthair Mix,White,Baby,Transferred,Public Assist,Normal,Unknown,2 weeks,Partner,Unknown
A756923,2017-08-27,2017-09-01,Sofie,Dog,Chihuahua Shorthair Mix,Black,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A703422,2015-05-24,2015-05-29,N/A,Dog,Pembroke Welsh Corgi Mix,Black,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A775999,2018-07-07,2018-07-07,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Transferred,Stray,Normal,Unknown,3 weeks,Partner,Unknown
A760557,2017-10-20,2017-10-27,Nancy,Dog,Australian Shepherd,Cream,Adult,Adopted,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A698186,2015-03-07,2015-03-13,N/A,Dog,Rat Terrier Mix,White,Baby,Transferred,Stray,Nursing,Intact Female,0 years,Partner,Intact Female
A792471,2019-04-11,2019-06-11,N/A,Dog,Chihuahua Shorthair Mix,Brown,Baby,Adopted,Stray,Nursing,Intact Male,0 years,Foster,Neutered Male
A697893,2015-03-02,2015-03-03,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Transferred,Stray,Nursing,Unknown,2 days,Partner,Unknown
A703100,2015-05-20,2015-05-20,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,3 weeks,Partner,Unknown
A781929,2018-10-08,2018-10-15,Zues,Dog,German Shepherd Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,2 months,Foster,Neutered Male
A802213,2019-09-10,2019-09-14,Grace,Dog,Chihuahua Shorthair,Black,Baby,Adopted,Owner Surrender,Normal,Spayed Female,10 months,NA,Spayed Female
A791403,2019-03-25,2019-03-25,N/A,Other,Bat,Black,Young,Deceased,Wildlife,Sick,Unknown,1 year,Rabies Risk,Unknown
A808334,2019-11-07,2019-11-14,Brie,Dog,Chihuahua Shorthair,Cream,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Intact Female
A715811,2015-11-10,2015-11-13,N/A,Cat,Domestic Medium Hair Mix,Mixed,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Spayed Female
A687758,2014-11-06,2014-11-09,Tallulah,Dog,Pit Bull Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Spayed Female,3 years,Partner,Spayed Female
A808874,2019-11-15,2019-11-19,N/A,Dog,Labrador Retriever/German Shepherd,Brown,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A672412,2014-02-09,2014-02-09,N/A,Other,Raccoon,Black,Young,Deceased,Wildlife,Sick,Unknown,1 year,NA,Unknown
A728444,2016-06-04,2016-07-04,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Public Assist,Normal,Intact Male,3 months,NA,Neutered Male
A736739,2016-10-16,2016-11-02,Bubbles,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A749019,2017-05-10,2017-05-11,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,1 month,Partner,Intact Male
A708786,2015-07-31,2015-08-13,N/A,Dog,Pit Bull Mix,Black,Young,Deceased,Stray,Sick,Intact Male,2 years,Aggressive,Intact Male
A738076,2016-11-09,2016-11-13,N/A,Dog,Pit Bull Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,7 months,NA,Neutered Male
A679059,2014-05-16,2014-05-17,N/A,Cat,Domestic Shorthair Mix,Gray,Young,Transferred,Stray,Normal,Intact Female,1 year,SCRP,Intact Female
A731450,2016-07-22,2016-08-15,Colby,Dog,Pointer/Boxer,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A758616,2017-09-19,2017-09-19,N/A,Cat,Domestic Shorthair Mix,Cream,Baby,Transferred,Stray,Normal,Intact Male,1 week,Partner,Intact Male
A704035,2015-05-31,2015-06-01,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Intact Female,1 year,SCRP,Intact Female
A782037,2018-10-09,2018-10-13,N/A,Dog,Border Terrier Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A787316,2019-01-11,2019-01-15,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,6 months,Snr,Intact Female
A686084,2014-08-16,2014-08-22,N/A,Dog,Siberian Husky Mix,Black,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A777010,2018-07-22,2018-09-13,Kew,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,2 months,Partner,Neutered Male
A664897,2013-10-10,2013-10-10,N/A,Other,Bat,Gray,Baby,Deceased,Wildlife,Normal,Unknown,6 months,Rabies Risk,Unknown
A767841,2018-03-07,2018-03-08,N/A,Other,Bat,Red,Young,Deceased,Wildlife,Normal,Unknown,1 year,In Kennel,Unknown
A665560,2013-10-31,2013-11-01,Bud,Dog,Chihuahua Shorthair Mix,Red,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A693143,2014-12-02,2014-12-07,N/A,Dog,Flat Coat Retriever/Chow Chow,Black,Baby,Adopted,Stray,Normal,Intact Male,8 months,NA,Neutered Male
A736226,2017-11-14,2017-11-17,Lola,Cat,Domestic Shorthair Mix,Mixed,Adult,Adopted,Owner Surrender,Normal,Spayed Female,7 years,NA,Spayed Female
A695849,2015-01-24,2015-01-26,Oreo,Other,Guinea Pig,Black,Young,Transferred,Owner Surrender,Normal,Unknown,2 years,Partner,Unknown
A776487,2018-07-14,2018-09-01,Archie,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A725658,2016-05-01,2016-05-07,Peanut,Cat,Domestic Shorthair Mix,Orange,Adult,Adopted,Owner Surrender,Normal,Neutered Male,5 years,NA,Neutered Male
A689090,2014-09-29,2014-10-05,Riddle,Dog,Redbone Hound Mix,Brown,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A799813,2019-07-12,2019-07-20,Pixie,Dog,Chihuahua Shorthair,Brown,Young,Returned to Owner,Stray,Injured,Intact Female,1 year,NA,Spayed Female
A714086,2015-10-17,2015-10-21,Latte,Dog,Papillon Mix,Black,Young,Transferred,Stray,Normal,Intact Female,1 year,Partner,Intact Female
A799643,2019-07-10,2019-07-15,N/A,Dog,Bichon Frise,White,Young,Transferred,Stray,Normal,Intact Male,2 years,Partner,Neutered Male
A754994,2017-07-27,2017-07-27,N/A,Other,Bat,Black,Young,Deceased,Wildlife,Sick,Unknown,2 years,Rabies Risk,Unknown
A772355,2018-05-18,2018-06-13,N/A,Cat,Domestic Shorthair Mix,Gray,Baby,Adopted,Stray,Normal,Intact Female,1 month,Foster,Spayed Female
A809532,2019-11-25,2019-11-30,N/A,Dog,Dachshund/Chihuahua Shorthair,Brown,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A715729,2018-05-29,2018-05-31,Milo,Dog,Siberian Husky,White,Adult,Returned to Owner,Stray,Normal,Neutered Male,6 years,NA,Neutered Male
A680622,2014-06-04,2014-06-04,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Male,1 weeks,Partner,Intact Male
A806933,2019-10-18,2019-10-18,N/A,Cat,Domestic Shorthair,Black,Baby,Deceased,Stray,Injured,Unknown,5 months,At Vet,Unknown
A793529,2019-04-26,2019-04-30,Honey,Dog,Chihuahua Shorthair Mix,Brown,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A729874,2016-06-24,2016-06-28,N/A,Dog,Siberian Husky Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,5 months,NA,Neutered Male
A775136,2018-06-25,2018-07-01,N/A,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,3 months,NA,Neutered Male
A798696,2019-06-29,2019-08-23,Lefty,Cat,Domestic Shorthair,Black,Baby,Transferred,Stray,Normal,Intact Male,2 months,Partner,Neutered Male
A447896,2016-01-03,2016-01-06,Venus,Dog,Chow Chow Mix,Brown,Young,Returned to Owner,Stray,Normal,Spayed Female,11 years,NA,Spayed Female
A737876,2016-11-06,2016-11-06,Snow White,Dog,Labrador Retriever Mix,White,Young,Returned to Owner,Owner Surrender,Normal,Intact Male,2 years,NA,Intact Male
A748085,2017-04-29,2017-04-29,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Deceased,Stray,Sick,Unknown,3 weeks,Suffering,Unknown
A723573,2016-04-03,2016-04-08,N/A,Cat,Domestic Medium Hair Mix,Gray,Baby,Transferred,Stray,Normal,Intact Female,1 week,Partner,Intact Female
A699350,2015-03-26,2015-03-30,N/A,Dog,Cardigan Welsh Corgi Mix,Mixed,Baby,Deceased,Stray,Injured,Intact Female,7 months,Medical,Intact Female
A751459,2017-06-08,2017-10-07,Hershey,Dog,Chow Chow/Labrador Retriever,Yellow,Adult,Adopted,Stray,Normal,Spayed Female,8 years,Foster,Spayed Female
A752644,2017-06-25,2017-06-25,Thomas,Dog,Shiba Inu Mix,Black,Young,Returned to Owner,Stray,Normal,Neutered Male,1 year,NA,Neutered Male
A810969,2019-12-23,2019-12-30,Marshmallow,Dog,Labrador Retriever,White,Young,Transferred,Stray,Normal,Intact Female,2 years,Partner,Intact Female
A664505,2013-10-11,2013-12-24,Tifa,Cat,Domestic Shorthair Mix,Orange,Adult,Adopted,Owner Surrender,Normal,Spayed Female,4 years,NA,Spayed Female
A718558,2016-01-02,2016-01-04,Rocko,Dog,Lhasa Apso Mix,Black,Adult,Returned to Owner,Stray,Normal,Neutered Male,8 years,NA,Neutered Male
A783696,2018-11-04,2018-12-05,Floki,Cat,Domestic Shorthair Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Intact Male
A787273,2019-01-10,2019-01-20,Puma,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Male,7 months,NA,Intact Male
A763588,2018-11-24,2018-12-24,Nino,Cat,Domestic Shorthair Mix,Black,Young,Adopted,Owner Surrender,Normal,Neutered Male,1 year,NA,Neutered Male
A693562,2014-12-10,2014-12-19,N/A,Dog,Pit Bull/Australian Cattle Dog,Mixed,Young,Deceased,Stray,Normal,Neutered Male,2 years,Behavior,Neutered Male
A713198,2015-10-04,2015-10-14,Sadie,Cat,Domestic Shorthair,Mixed,Young,Returned to Owner,Public Assist,Normal,Spayed Female,12 years,NA,Spayed Female
A684106,2014-07-19,2014-07-27,N/A,Dog,Border Collie/Australian Cattle Dog,White,Baby,Transferred,Stray,Normal,Intact Male,4 months,Partner,Intact Male
A696632,2015-02-08,2015-02-09,Chocolate,Dog,English Bulldog,Mixed,Young,Returned to Owner,Stray,Normal,Intact Male,11 months,NA,Intact Male
A664559,2013-10-05,2013-10-25,Duke,Dog,Australian Shepherd/Rhod Ridgeback,Black,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Intact Male
A736648,2016-10-14,2016-10-25,Twig,Cat,Siamese,Mixed,Baby,Transferred,Stray,Normal,Intact Female,3 months,Partner,Intact Female
A744352,2017-03-05,2017-03-09,N/A,Dog,Chihuahua Shorthair Mix,White,Young,Adopted,Stray,Normal,Intact Male,1 year,NA,Neutered Male
A723583,2016-04-03,2016-04-09,Wolfy,Dog,Australian Kelpie Mix,Cream,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Neutered Male
A691022,2014-10-29,2014-11-04,Comet,Dog,Beagle/Boxer,Brown,Adult,Adopted,Stray,Normal,Intact Male,3 years,NA,Neutered Male
A728723,2016-06-07,2016-06-08,N/A,Other,Bat,Red,Baby,Deceased,Wildlife,Normal,Unknown,4 weeks,Rabies Risk,Unknown
A747667,2017-04-23,2017-05-21,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Adopted,Stray,Normal,Spayed Female,1 month,NA,Spayed Female
A740905,2016-12-24,2016-12-26,Ranger,Dog,Great Dane Mix,White,Adult,Returned to Owner,Public Assist,Normal,Neutered Male,3 years,NA,Neutered Male
A703176,2015-05-21,2015-05-26,Cookie,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A767781,2018-03-06,2018-06-29,Victoria,Dog,American Pit Bull Terrier Mix,White,Young,Adopted,Stray,Normal,Intact Female,2 years,NA,Spayed Female
A615479,2017-05-02,2017-05-14,Tano,Dog,Pit Bull Mix,Mixed,Adult,Transferred,Owner Surrender,Normal,Neutered Male,7 years,Partner,Neutered Male
A725147,2016-04-26,2016-04-26,N/A,Cat,Domestic Medium Hair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,2 weeks,Partner,Unknown
A780965,2018-09-22,2018-09-24,Plug Z,Dog,Beagle/Pug,White,Adult,Returned to Owner,Stray,Normal,Intact Male,3 years,NA,Intact Male
A749631,2017-05-17,2017-05-17,N/A,Other,Pigeon,Gray,Baby,Deceased,Wildlife,Injured,Unknown,5 months,Suffering,Unknown
A695795,2015-01-23,2015-01-25,Amos,Cat,Domestic Shorthair Mix,Black,Adult,Transferred,Owner Surrender,Normal,Neutered Male,8 years,Partner,Neutered Male
A732042,2016-08-01,2016-08-03,May Baby,Dog,Dachshund Mix,Brown,Baby,Returned to Owner,Stray,Normal,Spayed Female,10 years,NA,Spayed Female
A670429,2014-01-08,2014-01-08,N/A,Dog,Pit Bull Mix,Brown,Baby,Transferred,Stray,Sick,Intact Female,3 months,Partner,Intact Female
A703841,2015-05-29,2015-06-06,N/A,Dog,Norfolk Terrier,Black,Young,Adopted,Stray,Normal,Intact Male,2 years,NA,Neutered Male
A706951,2015-07-06,2015-12-19,Chomps,Dog,Pit Bull Mix,Mixed,Young,Transferred,Stray,Normal,Intact Male,2 years,Partner,Neutered Male
A729763,2016-06-23,2016-06-23,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Normal,Unknown,1 weeks,Partner,Unknown
A790883,2019-03-18,2019-04-10,Zoe,Dog,Chihuahua Shorthair Mix,Brown,Adult,Transferred,Stray,Normal,Intact Female,5 years,Partner,Spayed Female
A682703,2014-07-01,2014-07-16,Punkin,Cat,Domestic Shorthair Mix,Orange,Adult,Transferred,Stray,Normal,Neutered Male,4 years,Partner,Neutered Male
A686946,2014-08-29,2014-08-29,N/A,Dog,Pit Bull Mix,Black,Baby,Transferred,Stray,Normal,Intact Female,1 month,Partner,Intact Female
A765592,2018-01-23,2018-01-24,Octavia,Dog,Chihuahua Shorthair Mix,Black,Baby,Transferred,Owner Surrender,Normal,Intact Female,1 month,Partner,Intact Female
A805537,2019-09-28,2019-10-18,Bear,Dog,Pit Bull Mix,Brown,Young,Transferred,Owner Surrender,Normal,Neutered Male,2 years,Partner,Neutered Male
A726580,2016-05-12,2016-06-01,Lacy,Cat,Domestic Medium Hair,Black,Baby,Adopted,Stray,Normal,Intact Female,1 month,NA,Spayed Female
A670930,2014-01-16,2014-01-17,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Intact Male,1 year,SCRP,Intact Male
A736183,2016-10-06,2016-10-08,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Deceased,Stray,Normal,Intact Female,1 month,In Kennel,Intact Female
A793362,2019-04-23,2019-07-20,Trina,Cat,Domestic Shorthair Mix,White,Baby,Adopted,Stray,Injured,Intact Female,4 weeks,NA,Spayed Female
A745471,2017-03-18,2017-03-24,Blanco,Dog,Chihuahua Shorthair Mix,White,Young,Transferred,Owner Surrender,Normal,Intact Male,2 years,Partner,Neutered Male
A711344,2015-09-05,2015-09-12,Pinky,Dog,Rat Terrier Mix,White,Adult,Transferred,Stray,Normal,Spayed Female,3 years,Partner,Spayed Female
A705260,2015-06-15,2015-06-17,Lilly,Dog,Pit Bull Mix,White,Young,Returned to Owner,Public Assist,Normal,Spayed Female,2 years,NA,Spayed Female
A771346,2018-05-03,2018-05-07,N/A,Dog,Beagle/Dachshund,Cream,Baby,Transferred,Stray,Normal,Intact Female,4 weeks,Partner,Intact Female
A701808,2015-05-05,2015-05-05,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Nursing,Unknown,2 weeks,Partner,Unknown
A685547,2014-08-09,2014-08-09,N/A,Other,Bat,Brown,Baby,Deceased,Wildlife,Normal,Unknown,4 weeks,Rabies Risk,Unknown
A787772,2019-01-19,2019-02-18,Kurt,Cat,Domestic Shorthair Mix,Orange,Young,Adopted,Owner Surrender,Other,Intact Male,2 years,NA,Neutered Male
A797925,2019-06-19,2019-07-13,Apricat,Cat,Domestic Shorthair,Orange,Baby,Transferred,Stray,Nursing,Intact Male,3 weeks,Partner,Intact Male
A720994,2016-02-19,2016-04-02,Bitters,Dog,Chihuahua Shorthair Mix,White,Senior,Adopted,Owner Surrender,Normal,Intact Male,9 years,Foster,Neutered Male
A734986,2016-09-16,2016-09-18,N/A,Other,Opossum,Gray,Baby,Deceased,Wildlife,Sick,Unknown,6 months,Rabies Risk,Unknown
A738391,2016-12-20,2016-12-26,Lola,Dog,Great Pyrenees/Plott Hound,White,Baby,Adopted,Stray,Normal,Intact Female,3 months,NA,Spayed Female
A721049,2016-02-20,2016-02-23,Gracie,Dog,Chihuahua Shorthair Mix,Brown,Adult,Returned to Owner,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A757342,2017-09-01,2017-09-09,Tippi,Cat,Domestic Shorthair Mix,Mixed,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A795731,2019-05-23,2019-05-27,N/A,Dog,Siberian Husky,Black,Adult,Adopted,Stray,Normal,Intact Female,4 years,NA,Spayed Female
A789237,2019-02-18,2019-02-28,Angelica,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Owner Surrender,Normal,Intact Female,6 months,NA,Spayed Female
A734328,2016-09-05,2016-11-19,Keith,Cat,Domestic Shorthair Mix,White,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A678766,2017-03-27,2017-04-06,Solo,Dog,Labrador Retriever,Black,Young,Returned to Owner,Owner Surrender,Normal,Spayed Female,2 years,NA,Spayed Female
A738172,2016-11-10,2016-11-14,N/A,Dog,Dachshund Mix,Red,Baby,Transferred,Stray,Normal,Intact Female,6 months,Partner,Spayed Female
A741218,2016-12-29,2016-12-30,N/A,Cat,Domestic Medium Hair,Black,Baby,Transferred,Stray,Normal,Intact Male,7 months,SCRP,Neutered Male
A742997,2019-06-03,2019-06-07,Sadie,Dog,Australian Shepherd/Labrador Retriever,White,Adult,Adopted,Stray,Normal,Spayed Female,4 years,NA,Spayed Female
A674511,2014-04-30,2014-05-09,Lady,Dog,Siberian Husky,Gray,Young,Deceased,Owner Surrender,Normal,Spayed Female,2 years,Aggressive,Spayed Female
A767553,2018-03-03,2018-04-02,Qwerty,Dog,Labrador Retriever/Whippet,Brown,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Neutered Male
A774114,2018-06-10,2019-03-13,Lenny,Cat,Domestic Shorthair Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,4 weeks,Foster,Neutered Male
A806360,2019-10-09,2019-10-29,Severus,Cat,Domestic Medium Hair,Black,Adult,Returned to Owner,Stray,Normal,Neutered Male,2 years,NA,Neutered Male
A759069,2017-09-26,2017-09-26,Petra,Dog,Pit Bull Mix,Brown,Young,Returned to Owner,Stray,Normal,Spayed Female,2 years,NA,Spayed Female
A766901,2018-02-19,2018-02-24,N/A,Cat,Maine Coon Mix,Gray,Baby,Transferred,Stray,Normal,Intact Female,8 months,Snr,Intact Female
A727220,2016-05-19,2016-05-20,Toby,Dog,Border Collie Mix,Black,Young,Returned to Owner,Public Assist,Normal,Neutered Male,11 years,NA,Neutered Male
A803397,2019-08-31,2019-09-03,N/A,Cat,Domestic Shorthair Mix,Mixed,Young,Transferred,Stray,Normal,Unknown,2 years,Snr,Unknown
A694678,2015-01-02,2015-01-03,N/A,Cat,Domestic Shorthair Mix,Black,Young,Transferred,Stray,Normal,Unknown,1 year,SCRP,Unknown
A746152,2017-03-29,2017-03-29,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,1 year,Rabies Risk,Unknown
A680410,2014-06-02,2014-06-18,Jack,Cat,Siamese Mix,Mixed,Baby,Adopted,Stray,Normal,Intact Male,1 month,NA,Intact Male
A683157,2014-07-07,2014-07-08,N/A,Cat,Domestic Longhair Mix,Black,Young,Transferred,Stray,Normal,Intact Female,1 year,SCRP,Intact Female
A674222,2014-03-09,2014-03-10,N/A,Other,Bat,Brown,Baby,Deceased,Wildlife,Sick,Unknown,5 months,Rabies Risk,Unknown
A738612,2016-11-18,2016-11-19,N/A,Cat,Domestic Shorthair Mix,Orange,Baby,Transferred,Stray,Normal,Intact Male,4 months,SCRP,Intact Male
A788070,2019-01-25,2019-01-29,N/A,Dog,Pit Bull Mix,Black,Baby,Adopted,Stray,Normal,Intact Male,2 months,NA,Neutered Male
A700501,2015-04-14,2015-04-14,N/A,Other,Bat,Brown,Adult,Deceased,Wildlife,Normal,Unknown,3 years,Rabies Risk,Unknown
A769921,2018-04-12,2018-06-22,Jesse,Dog,Anatol Shepherd Mix,White,Young,Transferred,Stray,Normal,Intact Male,2 years,Partner,Neutered Male
A747255,2017-04-17,2017-07-06,Cher,Dog,Pit Bull Mix,Red,Baby,Adopted,Stray,Normal,Intact Female,2 months,Foster,Spayed Female
A763214,2017-12-05,2017-12-26,Brady,Dog,Labrador Retriever Mix,Black,Baby,Adopted,Stray,Normal,Neutered Male,6 months,NA,Neutered Male
A712733,2015-09-27,2015-09-28,N/A,Other,Bat,Brown,Young,Deceased,Wildlife,Normal,Unknown,2 years,Rabies Risk,Unknown
A674254,2014-03-10,2014-03-10,N/A,Other,Bat,Brown,Adult,Deceased,Wildlife,Normal,Unknown,3 years,Rabies Risk,Unknown
A765482,2018-01-21,2018-01-21,N/A,Cat,Domestic Shorthair Mix,Orange,Adult,Deceased,Stray,Injured,Intact Male,3 years,Suffering,Intact Male
A699342,2015-03-25,2015-03-26,Shadow,Dog,Border Collie Mix,Black,Adult,Returned to Owner,Stray,Normal,Spayed Female,3 years,NA,Spayed Female
A789067,2019-02-13,2019-02-18,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Transferred,Stray,Injured,Intact Female,6 months,Partner,Intact Female
A810820,2019-12-21,2019-12-30,N/A,Dog,Yorkshire Terrier,Black,Adult,Transferred,Stray,Normal,Spayed Female,7 years,Partner,Spayed Female
A667095,2013-11-12,2013-11-19,Sugar,Dog,Miniature Poodle/Maltese,Cream,Young,Adopted,Stray,Normal,Intact Female,1 year,NA,Spayed Female
A750276,2017-05-25,2017-05-30,N/A,Cat,Domestic Shorthair Mix,Mixed,Baby,Deceased,Owner Surrender,Normal,Unknown,0 years,At Vet,Unknown
A811220,2019-12-30,NA,Bluely,Dog,Maltese Mix,White,N/A,In Shelter,Stray,Normal,Neutered Male,9 years,NA,NA
A805073,2019-09-22,2019-10-23,Matty,Dog,Labrador Retriever/Australian Cattle Dog,Mixed,Young,Transferred,Stray,Normal,Intact Male,1 year,Partner,Intact Male
A697665,2017-06-11,2017-06-19,Biggie,Dog,Chihuahua Shorthair Mix,Cream,Adult,Transferred,Owner Surrender,Normal,Neutered Male,3 years,Partner,Neutered Male
A763284,2017-12-06,2018-01-18,Luna,Dog,Pit Bull Mix,Cream,Adult,Adopted,Stray,Normal,Intact Female,3 years,NA,Spayed Female
A787769,2019-04-11,2019-05-24,Tim,Cat,Siamese/Domestic Shorthair,Mixed,Young,Adopted,Owner Surrender,Normal,Neutered Male,2 years,NA,Neutered Male
A677406,2014-05-02,2014-05-04,N/A,Cat,Domestic Shorthair Mix,Orange,Young,Transferred,Stray,Normal,Spayed Female,1 year,SCRP,Spayed Female
